LAMMPS data file - FEM compression nu=0.450

756 atoms
1 atom types

-0.075661 1.075682 xlo xhi
-0.075579 1.075627 ylo yhi
-0.010000 0.810000 zlo zhi

Atoms

1 1 0.00000000 0.00000000 0.80000000
2 1 0.00000000 0.00000000 0.00000000
3 1 0.00000000 1.00000000 0.80000000
4 1 0.00000000 1.00000000 0.00000000
5 1 1.00000000 0.00000000 0.80000000
6 1 1.00000000 0.00000000 0.00000000
7 1 1.00000000 1.00000000 0.80000000
8 1 1.00000000 1.00000000 0.00000000
9 1 -0.03645998 -0.03623066 0.07603931
10 1 -0.04961359 -0.04959427 0.18292506
11 1 -0.05582606 -0.05576043 0.29145518
12 1 -0.05765070 -0.05758645 0.39997994
13 1 -0.05580424 -0.05577430 0.50851450
14 1 -0.04953674 -0.04962276 0.61708182
15 1 -0.03620134 -0.03640671 0.72381578
16 1 0.00000000 0.12500000 0.80000000
17 1 0.00000000 0.25000000 0.80000000
18 1 0.00000000 0.37500000 0.80000000
19 1 0.00000000 0.50000000 0.80000000
20 1 0.00000000 0.62500000 0.80000000
21 1 0.00000000 0.75000000 0.80000000
22 1 0.00000000 0.87500000 0.80000000
23 1 -0.03663655 1.03603620 0.07597865
24 1 -0.04961358 1.04962059 0.18288585
25 1 -0.05582152 1.05577974 0.29143479
26 1 -0.05763274 1.05762927 0.39998451
27 1 -0.05578580 1.05579823 0.50853105
28 1 -0.04965748 1.04955773 0.61705750
29 1 -0.03640051 1.03617279 0.72395402
30 1 0.00000000 0.12500000 0.00000000
31 1 0.00000000 0.25000000 0.00000000
32 1 0.00000000 0.37500000 0.00000000
33 1 0.00000000 0.50000000 0.00000000
34 1 0.00000000 0.62500000 0.00000000
35 1 0.00000000 0.75000000 0.00000000
36 1 0.00000000 0.87500000 0.00000000
37 1 1.03644016 -0.03626661 0.07610526
38 1 1.04974369 -0.04948213 0.18287343
39 1 1.05589636 -0.05568848 0.29145830
40 1 1.05768882 -0.05755646 0.40000838
41 1 1.05581595 -0.05576688 0.50855407
42 1 1.04968378 -0.04961205 0.61705391
43 1 1.03648306 -0.03636511 0.72399616
44 1 1.00000000 0.12500000 0.80000000
45 1 1.00000000 0.25000000 0.80000000
46 1 1.00000000 0.37500000 0.80000000
47 1 1.00000000 0.50000000 0.80000000
48 1 1.00000000 0.62500000 0.80000000
49 1 1.00000000 0.75000000 0.80000000
50 1 1.00000000 0.87500000 0.80000000
51 1 1.03651965 1.03618307 0.07616668
52 1 1.04977993 1.04937452 0.18283636
53 1 1.05586727 1.05572942 0.29146469
54 1 1.05763733 1.05762352 0.40002751
55 1 1.05578312 1.05582133 0.50858034
56 1 1.04957892 1.04962615 0.61715562
57 1 1.03640208 1.03637934 0.72412736
58 1 1.00000000 0.12500000 0.00000000
59 1 1.00000000 0.25000000 0.00000000
60 1 1.00000000 0.37500000 0.00000000
61 1 1.00000000 0.50000000 0.00000000
62 1 1.00000000 0.62500000 0.00000000
63 1 1.00000000 0.75000000 0.00000000
64 1 1.00000000 0.87500000 0.00000000
65 1 0.12500000 0.00000000 0.00000000
66 1 0.25000000 0.00000000 0.00000000
67 1 0.37500000 0.00000000 0.00000000
68 1 0.50000000 0.00000000 0.00000000
69 1 0.62500000 0.00000000 0.00000000
70 1 0.75000000 0.00000000 0.00000000
71 1 0.87500000 0.00000000 0.00000000
72 1 0.12500000 0.00000000 0.80000000
73 1 0.25000000 0.00000000 0.80000000
74 1 0.37500000 0.00000000 0.80000000
75 1 0.50000000 0.00000000 0.80000000
76 1 0.62500000 0.00000000 0.80000000
77 1 0.75000000 0.00000000 0.80000000
78 1 0.87500000 0.00000000 0.80000000
79 1 0.12500000 1.00000000 0.00000000
80 1 0.25000000 1.00000000 0.00000000
81 1 0.37500000 1.00000000 0.00000000
82 1 0.50000000 1.00000000 0.00000000
83 1 0.62500000 1.00000000 0.00000000
84 1 0.75000000 1.00000000 0.00000000
85 1 0.87500000 1.00000000 0.00000000
86 1 0.12500000 1.00000000 0.80000000
87 1 0.25000000 1.00000000 0.80000000
88 1 0.37500000 1.00000000 0.80000000
89 1 0.50000000 1.00000000 0.80000000
90 1 0.62500000 1.00000000 0.80000000
91 1 0.75000000 1.00000000 0.80000000
92 1 0.87500000 1.00000000 0.80000000
93 1 -0.06566069 0.46445390 0.41034836
94 1 -0.05698029 0.74243862 0.58696704
95 1 -0.05953665 0.67420597 0.23454837
96 1 -0.05837214 0.25617254 0.23413794
97 1 -0.06039495 0.28989539 0.54227566
98 1 -0.05701819 0.49999630 0.18999097
99 1 -0.05478553 0.50003554 0.63144405
100 1 -0.06138507 0.81868409 0.41050344
101 1 -0.06139307 0.18130608 0.41050237
102 1 -0.04780743 0.12628653 0.14269504
103 1 -0.04502962 0.87031794 0.67852148
104 1 -0.04780006 0.87245341 0.14271803
105 1 -0.04554618 0.13139364 0.67741594
106 1 -0.06300432 0.42967771 0.27907624
107 1 -0.06462020 0.64213095 0.36668892
108 1 -0.06196670 0.42997193 0.54191981
109 1 -0.04754746 0.33245020 0.67639789
110 1 -0.05833581 0.88525413 0.50062446
111 1 -0.04748064 0.66776475 0.67706472
112 1 -0.05678908 0.91827173 0.27619603
113 1 -0.04630456 0.36617615 0.11655326
114 1 -0.05835818 0.14893098 0.27738495
115 1 -0.05828955 0.11165808 0.49970519
116 1 -0.04399553 0.63297115 0.10289234
117 1 -0.06433565 0.64192647 0.45405352
118 1 -0.06462844 0.35793308 0.36669902
119 1 -0.06297550 0.57037300 0.27903453
120 1 -0.06196205 0.57008722 0.54194423
121 1 -0.06323397 0.28733622 0.45419134
122 1 -0.05887213 0.92251417 0.36556871
123 1 -0.05858806 0.05322341 0.40469152
124 1 -0.03853640 0.43437764 0.72222705
125 1 -0.03345695 0.53452659 0.06190434
126 1 -0.06210237 0.25254841 0.32260302
127 1 -0.06150595 0.74688090 0.49830145
128 1 -0.05151953 0.07304099 0.18889227
129 1 -0.03452847 0.26943333 0.06787239
130 1 -0.03137383 0.72712358 0.05578136
131 1 -0.03796644 0.23721669 0.72179787
132 1 -0.03760710 0.76293752 0.72141991
133 1 -0.05257110 0.95128437 0.59027752
134 1 -0.05217274 0.06153003 0.59889978
135 1 -0.05150779 0.92298758 0.18739146
136 1 -0.06209031 0.74749222 0.32257588
137 1 -0.05643028 0.36249203 0.19037752
138 1 -0.05870386 0.39615141 0.58644374
139 1 -0.06406156 0.53533404 0.49779267
140 1 -0.03854350 0.56567454 0.72182852
141 1 -0.05840865 0.93195348 0.45484312
142 1 -0.05780121 0.00702779 0.36894854
143 1 -0.03554431 0.43382323 0.06780964
144 1 -0.06470024 0.53543641 0.32302668
145 1 -0.03583983 0.89631421 0.72525690
146 1 -0.03470081 0.92428348 0.06987887
147 1 -0.03720180 0.09266076 0.71936866
148 1 -0.03425025 0.08324625 0.06775882
149 1 -0.05559731 0.18810596 0.58770451
150 1 -0.05233616 0.77342946 0.63176439
151 1 -0.05308941 0.15238388 0.18906734
152 1 -0.05703497 0.81348759 0.23335945
153 1 -0.06296718 0.74845056 0.41039218
154 1 -0.05561829 0.81198492 0.58781919
155 1 -0.04990780 0.26281333 0.14487728
156 1 -0.05236706 0.22656393 0.63181760
157 1 -0.05003531 0.73708288 0.14481036
158 1 -0.06503446 0.42905615 0.45399785
159 1 -0.05686325 0.56884019 0.19006737
160 1 -0.02365095 0.85265632 0.76462204
161 1 -0.02300176 0.14668657 0.76402282
162 1 -0.04348555 0.93977034 0.68305217
163 1 -0.02392764 0.14647078 0.03626650
164 1 -0.03155642 0.85790480 0.05867155
165 1 -0.04645413 0.06485836 0.13958440
166 1 -0.04500573 0.07086729 0.67228999
167 1 -0.04655119 0.93405086 0.13935132
168 1 1.06568163 0.46446464 0.41037960
169 1 1.05691053 0.74256379 0.58696159
170 1 1.05964695 0.67416458 0.23458199
171 1 1.05849338 0.25621000 0.23431541
172 1 1.06034985 0.28990922 0.54226873
173 1 1.05702491 0.50006301 0.18994021
174 1 1.05478453 0.50005964 0.63134962
175 1 1.06139601 0.81870400 0.41056460
176 1 1.06142131 0.18132244 0.41054094
177 1 1.04804087 0.12637588 0.14271989
178 1 1.04475094 0.87067030 0.67840375
179 1 1.04790717 0.87251747 0.14256041
180 1 1.04504281 0.13125248 0.67749829
181 1 1.06303658 0.42971135 0.27909158
182 1 1.06465623 0.64213140 0.36672008
183 1 1.06194884 0.42999002 0.54193988
184 1 1.04730318 0.33231877 0.67664902
185 1 1.05833127 0.88528392 0.50071071
186 1 1.04740659 0.66775364 0.67674874
187 1 1.05684004 0.91820465 0.27625624
188 1 1.04686268 0.36637418 0.11640887
189 1 1.05841426 0.14899074 0.27743487
190 1 1.05831721 0.11165893 0.49978201
191 1 1.04423894 0.63302842 0.10278473
192 1 1.06435448 0.64194551 0.45409539
193 1 1.06465559 0.35796704 0.36673341
194 1 1.06304609 0.57036310 0.27906368
195 1 1.06197203 0.57007813 0.54191587
196 1 1.06325741 0.28736266 0.45423914
197 1 1.05889623 0.92247997 0.36563523
198 1 1.05863178 0.05324735 0.40473493
199 1 1.03852608 0.43450569 0.72197496
200 1 1.03373109 0.53450053 0.06136275
201 1 1.06212259 0.25258457 0.32261355
202 1 1.06149863 0.74691890 0.49836478
203 1 1.05154552 0.07314226 0.18884070
204 1 1.03442669 0.26962158 0.06794478
